sampleName,,,,MB-clonallines-scars-plate2c1_53,MB-clonallines-scars-plate2c1_51,MB-clonallines-scars-plate2c1_63,MB-clonallines-scars-plate2c1_49,MB-clonallines-scars-plate2c1_59,MB-clonallines-scars-plate2c1_57,MB-clonallines-scars-plate2c1_61,MB-clonallines-scars-plate2c1_55,MB-clonallines-scars-plate2c1_12,MB-clonallines-scars-plate2c1_16,MB-clonallines-scars-plate2c1_98,MB-clonallines-scars-plate2c1_13,MB-clonallines-scars-plate2c1_145,MB-clonallines-scars-plate2c1_14,MB-clonallines-scars-plate2c1_15,MB-clonallines-scars-plate2c1_147,MB-clonallines-scars-plate2c1_35,MB-clonallines-scars-plate2c1_307,MB-clonallines-scars-plate2c1_50,MB-clonallines-scars-plate2c1_79,MB-clonallines-scars-plate2c1_73,MB-clonallines-scars-plate2c1_42,MB-clonallines-scars-plate2c1_47,MB-clonallines-scars-plate2c1_9,MB-clonallines-scars-plate2c1_75,MB-clonallines-scars-plate2c1_19,MB-clonallines-scars-plate2c1_22,MB-clonallines-scars-plate2c1_7,MB-clonallines-scars-plate2c1_146,MB-clonallines-scars-plate2c1_255,MB-clonallines-scars-plate2c1_44,MB-clonallines-scars-plate2c1_11,MB-clonallines-scars-plate2c1_253,MB-clonallines-scars-plate2c1_46,MB-clonallines-scars-plate2c1_10,MB-clonallines-scars-plate2c1_77,MB-clonallines-scars-plate2c1_310,MB-clonallines-scars-plate2c1_356,MB-clonallines-scars-plate2c1_20,MB-clonallines-scars-plate2c1_43,MB-clonallines-scars-plate2c1_121,MB-clonallines-scars-plate2c1_99,MB-clonallines-scars-plate2c1_45,MB-clonallines-scars-plate2c1_109,MB-clonallines-scars-plate2c1_30,MB-clonallines-scars-plate2c1_283,MB-clonallines-scars-plate2c1_33,MB-clonallines-scars-plate2c1_154,MB-clonallines-scars-plate2c1_37,MB-clonallines-scars-plate2c1_217,MB-clonallines-scars-plate2c1_48,MB-clonallines-scars-plate2c1_70,MB-clonallines-scars-plate2c1_303,MB-clonallines-scars-plate2c1_78,MB-clonallines-scars-plate2c1_177,MB-clonallines-scars-plate2c1_329,MB-clonallines-scars-plate2c1_369,MB-clonallines-scars-plate2c1_156,MB-clonallines-scars-plate2c1_26,MB-clonallines-scars-plate2c1_115,MB-clonallines-scars-plate2c1_148,MB-clonallines-scars-plate2c1_214,MB-clonallines-scars-plate2c1_36,MB-clonallines-scars-plate2c1_306,MB-clonallines-scars-plate2c1_286,MB-clonallines-scars-plate2c1_1,MB-clonallines-scars-plate2c1_379,MB-clonallines-scars-plate2c1_72,MB-clonallines-scars-plate2c1_85,MB-clonallines-scars-plate2c1_39,MB-clonallines-scars-plate2c1_263,MB-clonallines-scars-plate2c1_29,MB-clonallines-scars-plate2c1_288,MB-clonallines-scars-plate2c1_21,MB-clonallines-scars-plate2c1_324,MB-clonallines-scars-plate2c1_235,MB-clonallines-scars-plate2c1_245,MB-clonallines-scars-plate2c1_129,MB-clonallines-scars-plate2c1_308,MB-clonallines-scars-plate2c1_327,MB-clonallines-scars-plate2c1_160,MB-clonallines-scars-plate2c1_58,MB-clonallines-scars-plate2c1_40,MB-clonallines-scars-plate2c1_87,MB-clonallines-scars-plate2c1_17,MB-clonallines-scars-plate2c1_81,MB-clonallines-scars-plate2c1_230,MB-clonallines-scars-plate2c1_345,MB-clonallines-scars-plate2c1_343,MB-clonallines-scars-plate2c1_97,MB-clonallines-scars-plate2c1_252,MB-clonallines-scars-plate2c1_113,MB-clonallines-scars-plate2c1_250,MB-clonallines-scars-plate2c1_134,MB-clonallines-scars-plate2c1_280,MB-clonallines-scars-plate2c1_213,MB-clonallines-scars-plate2c1_65,MB-clonallines-scars-plate2c1_372,MB-clonallines-scars-plate2c1_312,MB-clonallines-scars-plate2c1_18,MB-clonallines-scars-plate2c1_225,MB-clonallines-scars-plate2c1_287,MB-clonallines-scars-plate2c1_351,MB-clonallines-scars-plate2c1_251,MB-clonallines-scars-plate2c1_67,MB-clonallines-scars-plate2c1_247,MB-clonallines-scars-plate2c1_348,MB-clonallines-scars-plate2c1_111,MB-clonallines-scars-plate2c1_282,MB-clonallines-scars-plate2c1_122,MB-clonallines-scars-plate2c1_83,MB-clonallines-scars-plate2c1_243,MB-clonallines-scars-plate2c1_277,MB-clonallines-scars-plate2c1_141,MB-clonallines-scars-plate2c1_74,MB-clonallines-scars-plate2c1_181,MB-clonallines-scars-plate2c1_363,MB-clonallines-scars-plate2c1_256,MB-clonallines-scars-plate2c1_274,MB-clonallines-scars-plate2c1_144,MB-clonallines-scars-plate2c1_228,MB-clonallines-scars-plate2c1_143,MB-clonallines-scars-plate2c1_2,MB-clonallines-scars-plate2c1_54,MB-clonallines-scars-plate2c1_161,MB-clonallines-scars-plate2c1_281,MB-clonallines-scars-plate2c1_131,MB-clonallines-scars-plate2c1_23,MB-clonallines-scars-plate2c1_25,MB-clonallines-scars-plate2c1_101,MB-clonallines-scars-plate2c1_249,MB-clonallines-scars-plate2c1_135,MB-clonallines-scars-plate2c1_108,MB-clonallines-scars-plate2c1_269,MB-clonallines-scars-plate2c1_187,MB-clonallines-scars-plate2c1_69,MB-clonallines-scars-plate2c1_117,MB-clonallines-scars-plate2c1_110,MB-clonallines-scars-plate2c1_240,MB-clonallines-scars-plate2c1_212,MB-clonallines-scars-plate2c1_354,MB-clonallines-scars-plate2c1_340,MB-clonallines-scars-plate2c1_66,MB-clonallines-scars-plate2c1_215,MB-clonallines-scars-plate2c1_76,MB-clonallines-scars-plate2c1_210,MB-clonallines-scars-plate2c1_375,MB-clonallines-scars-plate2c1_197,MB-clonallines-scars-plate2c1_105,MB-clonallines-scars-plate2c1_60,MB-clonallines-scars-plate2c1_285,MB-clonallines-scars-plate2c1_242,MB-clonallines-scars-plate2c1_298,MB-clonallines-scars-plate2c1_367,MB-clonallines-scars-plate2c1_204,MB-clonallines-scars-plate2c1_293,MB-clonallines-scars-plate2c1_246,MB-clonallines-scars-plate2c1_166,MB-clonallines-scars-plate2c1_159,MB-clonallines-scars-plate2c1_191,MB-clonallines-scars-plate2c1_294,MB-clonallines-scars-plate2c1_378,MB-clonallines-scars-plate2c1_370,MB-clonallines-scars-plate2c1_313,MB-clonallines-scars-plate2c1_186,MB-clonallines-scars-plate2c1_106,MB-clonallines-scars-plate2c1_163,MB-clonallines-scars-plate2c1_353,MB-clonallines-scars-plate2c1_71,MB-clonallines-scars-plate2c1_4,MB-clonallines-scars-plate2c1_361
12,None,114817194,WT,84.0,3237.0,123.0,4531.0,71.0,53.0,243.0,78.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114817194,114817341.D,1.0,22.0,4.0,17.0,,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114817194,114817352.D,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114817194,"114817236.D,114817237.D,114817238.D,114817239.D,114817240.D,114817241.D,114817242.D,114817243.D,114817244.D,114817245.D,114817246.D,114817247.D,114817248.D,114817249.D,114817352.D",1.0,92.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114817194,WT,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114817197,WT,4.0,62.0,9.0,58.0,3.0,7.0,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,WT,365.0,353.0,100.0,255.0,19.0,26.0,238.0,76.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,A.114829403.I,T.114829402.I",65.0,237.0,73.0,187.0,22.0,19.0,105.0,50.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829361,WT,24.0,62.0,25.0,39.0,6.0,4.0,29.0,14.0,1.0,6.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,T.114829404.I,T.114829405.I",1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829406.D,114829407.D,114829408.D,114829409.D,114829410.D,114829422.D",10.0,57.0,13.0,63.0,3.0,6.0,28.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,114829574.D,2.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,A.114829404.I,C.114829405.I",3.0,35.0,4.0,25.0,2.0,1.0,15.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829361,"114829408.D,114829409.D,A.114829403.I,T.114829402.I",3.0,5.0,,6.0,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,A.114829404.I,T.114829405.I",2.0,6.0,1.0,6.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829406.D,114829407.D,114829412.D,114829413.D,114829414.D",3.0,5.0,1.0,4.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,A.114829400.I,T.114829404.I",2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,A.114829403.I,G.114829402.I",3.0,3.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829410.D,114829411.D,A.114829403.I,T.114829402.I",2.0,2.0,2.0,7.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,T.114829405.I,T.114829406.I",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,114829444.D,4.0,14.0,2.0,12.0,4.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829423,WT,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829429,WT,234.0,716.0,136.0,455.0,83.0,92.0,506.0,129.0,,2.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829429,WT,1.0,34.0,,26.0,,,5.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829430,WT,4.0,4.0,1.0,4.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829431,WT,9.0,49.0,14.0,45.0,44.0,6.0,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829433,WT,1.0,16.0,5.0,22.0,1.0,3.0,6.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829434,114829519.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829435,WT,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829438,WT,1.0,32.0,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114829441,114829511.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829441,WT,7.0,201.0,7.0,19.0,3.0,5.0,11.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829447,WT,1.0,5.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829450,WT,1.0,4.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829461,WT,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114835320,WT,4.0,1177.0,14.0,1699.0,7.0,5.0,24.0,6.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
12,None,114843748,WT,18.0,90.0,22.0,70.0,8.0,12.0,30.0,8.0,1.0,2.0,1.0,,1.0,,4.0,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
12,129S1_SvImJ,114843748,WT,22.0,70.0,28.0,56.0,15.0,22.0,46.0,28.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
12,C57BL_6NJ,114843748,WT,7.0,31.0,6.0,23.0,1.0,3.0,5.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114843748,114843897.D,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114843797,WT,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114843846,WT,1.0,2.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114843851,WT,1.0,3.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114851287,WT,8.0,50.0,4.0,61.0,1.0,1.0,20.0,5.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114851287,WT,53.0,390.0,66.0,518.0,23.0,25.0,107.0,53.0,1.0,3.0,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851287,"114851393.D,114851394.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851287,WT,96.0,326.0,134.0,347.0,25.0,58.0,229.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851287,114851468.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851288,WT,2399.0,7950.0,2521.0,7661.0,715.0,1421.0,5178.0,1939.0,,2.0,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
